,State,Date,Confirmed,Deaths,Recovered
0,Alabama,2020-01-22,0,0,
1,Alabama,2020-01-23,0,0,
2,Alabama,2020-01-24,0,0,
3,Alabama,2020-01-25,0,0,
4,Alabama,2020-01-26,0,0,
5,Alabama,2020-01-27,0,0,
6,Alabama,2020-01-28,0,0,
7,Alabama,2020-01-29,0,0,
8,Alabama,2020-01-30,0,0,
9,Alabama,2020-01-31,0,0,
10,Alabama,2020-02-01,0,0,
11,Alabama,2020-02-02,0,0,
12,Alabama,2020-02-03,0,0,
13,Alabama,2020-02-04,0,0,
14,Alabama,2020-02-05,0,0,
15,Alabama,2020-02-06,0,0,
16,Alabama,2020-02-07,0,0,
17,Alabama,2020-02-08,0,0,
18,Alabama,2020-02-09,0,0,
19,Alabama,2020-02-10,0,0,
20,Alabama,2020-02-11,0,0,
21,Alabama,2020-02-12,0,0,
22,Alabama,2020-02-13,0,0,
23,Alabama,2020-02-14,0,0,
24,Alabama,2020-02-15,0,0,
25,Alabama,2020-02-16,0,0,
26,Alabama,2020-02-17,0,0,
27,Alabama,2020-02-18,0,0,
28,Alabama,2020-02-19,0,0,
29,Alabama,2020-02-20,0,0,
30,Alabama,2020-02-21,0,0,
31,Alabama,2020-02-22,0,0,
32,Alabama,2020-02-23,0,0,
33,Alabama,2020-02-24,0,0,
34,Alabama,2020-02-25,0,0,
35,Alabama,2020-02-26,0,0,
36,Alabama,2020-02-27,0,0,
37,Alabama,2020-02-28,0,0,
38,Alabama,2020-02-29,0,0,
39,Alabama,2020-03-01,0,0,
40,Alabama,2020-03-02,0,0,
41,Alabama,2020-03-03,0,0,
42,Alabama,2020-03-04,0,0,
43,Alabama,2020-03-05,0,0,
44,Alabama,2020-03-06,0,0,
45,Alabama,2020-03-07,0,0,
46,Alabama,2020-03-08,0,0,
47,Alabama,2020-03-09,0,0,
48,Alabama,2020-03-10,0,0,
49,Alabama,2020-03-11,3,0,
50,Alabama,2020-03-12,4,0,
51,Alabama,2020-03-13,8,0,
52,Alabama,2020-03-14,15,0,
53,Alabama,2020-03-15,28,0,
54,Alabama,2020-03-16,36,0,
55,Alabama,2020-03-17,51,0,
56,Alabama,2020-03-18,61,0,
57,Alabama,2020-03-19,88,0,
58,Alabama,2020-03-20,115,0,
59,Alabama,2020-03-21,149,0,
60,Alabama,2020-03-22,180,0,
61,Alabama,2020-03-23,224,0,
62,Alabama,2020-03-24,298,0,
63,Alabama,2020-03-25,472,1,
64,Alabama,2020-03-26,574,1,
65,Alabama,2020-03-27,684,4,
66,Alabama,2020-03-28,801,4,
67,Alabama,2020-03-29,880,10,
68,Alabama,2020-03-30,1001,10,
69,Alabama,2020-03-31,1063,23,
70,Alabama,2020-04-01,1175,27,
71,Alabama,2020-04-02,1371,32,
72,Alabama,2020-04-03,1606,38,
73,Alabama,2020-04-04,1727,44,
74,Alabama,2020-04-05,1905,45,
75,Alabama,2020-04-06,2079,49,
76,Alabama,2020-04-07,2308,64,
77,Alabama,2020-04-08,2614,66,
78,Alabama,2020-04-09,2954,70,
79,Alabama,2020-04-10,3112,80,
80,Alabama,2020-04-11,3346,92,
81,Alabama,2020-04-12,3667,93,
82,Alabama,2020-04-13,3870,99,
83,Alabama,2020-04-14,4041,114,
84,Alabama,2020-04-15,4307,118,
85,Alabama,2020-04-16,4465,133,
86,Alabama,2020-04-17,4557,148,
87,Alabama,2020-04-18,4788,153,
88,Alabama,2020-04-19,4978,157,
89,Alabama,2020-04-20,5163,163,
90,Alabama,2020-04-21,5404,183,
91,Alabama,2020-04-22,5692,196,
92,Alabama,2020-04-23,5899,202,
93,Alabama,2020-04-24,6092,209,
94,Alabama,2020-04-25,6274,209,
95,Alabama,2020-04-26,6475,219,
96,Alabama,2020-04-27,6621,228,
97,Alabama,2020-04-28,6820,242,
98,Alabama,2020-04-29,6979,256,
99,Alabama,2020-04-30,7187,272,
100,Alabama,2020-05-01,7440,289,
101,Alabama,2020-05-02,7700,288,
102,Alabama,2020-05-03,7977,290,
103,Alabama,2020-05-04,8203,298,
104,Alabama,2020-05-05,8520,315,
105,Alabama,2020-05-06,8769,343,
106,Alabama,2020-05-07,9115,369,
107,Alabama,2020-05-08,9437,383,
108,Alabama,2020-05-09,9720,390,
109,Alabama,2020-05-10,9982,393,
110,Alabama,2020-05-11,10262,403,
111,Alabama,2020-05-12,10566,435,
112,Alabama,2020-05-13,10822,450,
113,Alabama,2020-05-14,11161,473,
114,Alabama,2020-05-15,11494,483,
115,Alabama,2020-05-16,11828,485,
116,Alabama,2020-05-17,12137,488,
117,Alabama,2020-05-18,12438,489,
118,Alabama,2020-05-19,12825,504,
119,Alabama,2020-05-20,13186,522,
120,Alabama,2020-05-21,13590,529,
121,Alabama,2020-05-22,13954,541,
122,Alabama,2020-05-23,14328,549,
123,Alabama,2020-05-24,14676,551,
124,Alabama,2020-05-25,15309,566,
125,Alabama,2020-05-26,15899,580,
126,Alabama,2020-05-27,16263,583,
127,Alabama,2020-05-28,16749,591,
128,Alabama,2020-05-29,17262,610,
129,Alabama,2020-05-30,17689,618,
130,Alabama,2020-05-31,18200,630,
131,Alabama,2020-06-01,18525,646,
132,Alabama,2020-06-02,18734,653,
133,Alabama,2020-06-03,18954,653,
134,Alabama,2020-06-04,19262,653,
135,Alabama,2020-06-05,19910,676,
136,Alabama,2020-06-06,20355,689,
137,Alabama,2020-06-07,20777,692,
138,Alabama,2020-06-08,21268,718,
139,Alabama,2020-06-09,21834,729,
140,Alabama,2020-06-10,22659,744,
141,Alabama,2020-06-11,23370,755,
142,Alabama,2020-06-12,24405,769,
143,Alabama,2020-06-13,25364,773,
144,Alabama,2020-06-14,26182,773,
145,Alabama,2020-06-15,26485,774,
146,Alabama,2020-06-16,27034,785,
147,Alabama,2020-06-17,27941,790,
148,Alabama,2020-06-18,28676,810,
149,Alabama,2020-06-19,29225,822,
150,Alabama,2020-06-20,29683,838,
151,Alabama,2020-06-21,30122,839,
152,Alabama,2020-06-22,30771,841,
153,Alabama,2020-06-23,31889,864,
154,Alabama,2020-06-24,32878,891,
155,Alabama,2020-06-25,33880,896,
156,Alabama,2020-06-26,34903,907,
157,Alabama,2020-06-27,35083,919,
158,Alabama,2020-06-28,36503,919,
159,Alabama,2020-06-29,37589,929,
160,Alabama,2020-06-30,38477,950,
161,Alabama,2020-07-01,39647,972,
162,Alabama,2020-07-02,41340,985,
163,Alabama,2020-07-03,42255,1006,
164,Alabama,2020-07-04,43216,1007,
165,Alabama,2020-07-05,44022,1007,
166,Alabama,2020-07-06,44932,1007,
167,Alabama,2020-07-07,46348,1033,
168,Alabama,2020-07-08,48149,1058,
169,Alabama,2020-07-09,49695,1068,
170,Alabama,2020-07-10,51329,1104,
171,Alabama,2020-07-11,52802,1114,
172,Alabama,2020-07-12,54781,1121,
173,Alabama,2020-07-13,56168,1124,
174,Alabama,2020-07-14,58284,1164,
175,Alabama,2020-07-15,60194,1211,
176,Alabama,2020-07-16,62128,1230,
177,Alabama,2020-07-17,64152,1265,
178,Alabama,2020-07-18,66181,1286,
179,Alabama,2020-07-19,67733,1287,
180,Alabama,2020-07-20,69236,1291,
181,Alabama,2020-07-21,70600,1303,
182,Alabama,2020-07-22,72594,1364,
183,Alabama,2020-07-23,74685,1397,
184,Alabama,2020-07-24,76795,1438,
185,Alabama,2020-07-25,78188,1456,
186,Alabama,2020-07-26,79948,1473,
187,Alabama,2020-07-27,81256,1491,
188,Alabama,2020-07-28,82698,1491,
189,Alabama,2020-07-29,84652,1538,
190,Alabama,2020-07-30,86664,1565,
191,Alabama,2020-07-31,88266,1580,
192,Alabama,2020-08-01,90299,1603,
193,Alabama,2020-08-02,91458,1627,
194,Alabama,2020-08-03,92502,1633,
195,Alabama,2020-08-04,93457,1666,
196,Alabama,2020-08-05,95323,1695,
197,Alabama,2020-08-06,97044,1714,
198,Alabama,2020-08-07,98895,1735,
199,Alabama,2020-08-08,99854,1755,
200,Alabama,2020-08-09,101466,1768,
201,Alabama,2020-08-10,102391,1797,
202,Alabama,2020-08-11,103485,1847,
203,Alabama,2020-08-12,104219,1882,
204,Alabama,2020-08-13,104976,1890,
205,Alabama,2020-08-14,106096,1893,
206,Alabama,2020-08-15,106926,1896,
207,Alabama,2020-08-16,107667,1898,
208,Alabama,2020-08-17,109092,1925,
209,Alabama,2020-08-18,110415,1936,
210,Alabama,2020-08-19,111696,1944,
211,Alabama,2020-08-20,112737,1974,
212,Alabama,2020-08-21,114212,1996,
213,Alabama,2020-08-22,114809,2011,
214,Alabama,2020-08-23,115485,2013,
215,Alabama,2020-08-24,116045,2024,
216,Alabama,2020-08-25,118190,2037,
217,Alabama,2020-08-26,119904,2045,
218,Alabama,2020-08-27,121041,2076,
219,Alabama,2020-08-28,122879,2107,
220,Alabama,2020-08-29,124155,2152,
221,Alabama,2020-08-30,124944,2162,
222,Alabama,2020-08-31,126500,2182,
223,Alabama,2020-09-01,127234,2200,
224,Alabama,2020-09-02,128240,2217,
225,Alabama,2020-09-03,129225,2233,
226,Alabama,2020-09-04,130373,2266,
227,Alabama,2020-09-05,130914,2275,
228,Alabama,2020-09-06,131690,2276,
229,Alabama,2020-09-07,132221,2276,
230,Alabama,2020-09-08,133005,2277,
231,Alabama,2020-09-09,134061,2285,
232,Alabama,2020-09-10,135138,2301,
233,Alabama,2020-09-11,136107,2333,
234,Alabama,2020-09-12,137166,2350,
235,Alabama,2020-09-13,137861,2351,
236,Alabama,2020-09-14,138619,2355,
237,Alabama,2020-09-15,139660,2387,
238,Alabama,2020-09-16,140423,2392,
239,Alabama,2020-09-17,141454,2401,
240,Alabama,2020-09-18,142768,2428,
241,Alabama,2020-09-19,143578,2437,
242,Alabama,2020-09-20,144325,2437,
243,Alabama,2020-09-21,145202,2439,
244,Alabama,2020-09-22,145859,2457,
245,Alabama,2020-09-23,146897,2488,
246,Alabama,2020-09-24,149263,2506,
247,Alabama,2020-09-25,150239,2491,
248,Alabama,2020-09-26,150965,2501,
249,Alabama,2020-09-27,151604,2501,
250,Alabama,2020-09-28,152350,2501,
251,Alabama,2020-09-29,153584,2517,
252,Alabama,2020-09-30,154772,2540,
253,Alabama,2020-10-01,155727,2548,
254,Alabama,2020-10-02,157402,2550,
255,Alabama,2020-10-03,158181,2558,
256,Alabama,2020-10-04,158717,2558,
257,Alabama,2020-10-05,159476,2559,
258,Alabama,2020-10-06,160485,2580,
259,Alabama,2020-10-07,161085,2601,
260,Alabama,2020-10-08,162683,2637,
261,Alabama,2020-10-09,163897,2653,
262,Alabama,2020-10-10,164698,2664,
263,Alabama,2020-10-11,165414,2664,
264,Alabama,2020-10-12,166514,2665,
265,Alabama,2020-10-13,167396,2665,
266,Alabama,2020-10-14,168620,2706,
267,Alabama,2020-10-15,169845,2756,
268,Alabama,2020-10-16,171157,2786,
269,Alabama,2020-10-17,172137,2788,
270,Alabama,2020-10-18,173002,2788,
271,Alabama,2020-10-19,174078,2789,
272,Alabama,2020-10-20,175210,2805,
273,Alabama,2020-10-21,176605,2828,
274,Alabama,2020-10-22,180437,2843,
275,Alabama,2020-10-23,182567,2859,
276,Alabama,2020-10-24,183831,2866,
277,Alabama,2020-10-25,184723,2866,
278,Alabama,2020-10-26,185938,2866,
279,Alabama,2020-10-27,187267,2892,
280,Alabama,2020-10-28,188775,2911,
281,Alabama,2020-10-29,190113,2914,
282,Alabama,2020-10-30,191932,2932,
283,Alabama,2020-10-31,193613,2967,
284,Alabama,2020-11-01,194458,2973,
285,Alabama,2020-11-02,195692,2973,
286,Alabama,2020-11-03,197504,2987,
287,Alabama,2020-11-04,198927,3006,
288,Alabama,2020-11-05,200528,3026,
289,Alabama,2020-11-06,202131,3049,
290,Alabama,2020-11-07,203518,3082,
291,Alabama,2020-11-08,204665,3084,
292,Alabama,2020-11-09,206523,3084,
293,Alabama,2020-11-10,206562,3120,
294,Alabama,2020-11-11,208637,3201,
295,Alabama,2020-11-12,210637,3213,
296,Alabama,2020-11-13,213617,3231,
297,Alabama,2020-11-14,215843,3246,
298,Alabama,2020-11-15,217822,3248,
299,Alabama,2020-11-16,219232,3249,
300,Alabama,2020-11-17,220848,3301,
301,Alabama,2020-11-18,223486,3347,
302,Alabama,2020-11-19,225910,3419,
303,Alabama,2020-11-20,228373,3451,
304,Alabama,2020-11-21,230708,3457,
305,Alabama,2020-11-22,232506,3457,
306,Alabama,2020-11-23,234080,3459,
307,Alabama,2020-11-24,236865,3472,
308,Alaska,2020-01-22,0,0,
309,Alaska,2020-01-23,0,0,
310,Alaska,2020-01-24,0,0,
311,Alaska,2020-01-25,0,0,
312,Alaska,2020-01-26,0,0,
313,Alaska,2020-01-27,0,0,
314,Alaska,2020-01-28,0,0,
315,Alaska,2020-01-29,0,0,
316,Alaska,2020-01-30,0,0,
317,Alaska,2020-01-31,0,0,
318,Alaska,2020-02-01,0,0,
319,Alaska,2020-02-02,0,0,
320,Alaska,2020-02-03,0,0,
321,Alaska,2020-02-04,0,0,
322,Alaska,2020-02-05,0,0,
323,Alaska,2020-02-06,0,0,
324,Alaska,2020-02-07,0,0,
325,Alaska,2020-02-08,0,0,
326,Alaska,2020-02-09,0,0,
327,Alaska,2020-02-10,0,0,
328,Alaska,2020-02-11,0,0,
329,Alaska,2020-02-12,0,0,
330,Alaska,2020-02-13,0,0,
331,Alaska,2020-02-14,0,0,
332,Alaska,2020-02-15,0,0,
333,Alaska,2020-02-16,0,0,
334,Alaska,2020-02-17,0,0,
335,Alaska,2020-02-18,0,0,
336,Alaska,2020-02-19,0,0,
337,Alaska,2020-02-20,0,0,
338,Alaska,2020-02-21,0,0,
339,Alaska,2020-02-22,0,0,
340,Alaska,2020-02-23,0,0,
341,Alaska,2020-02-24,0,0,
342,Alaska,2020-02-25,0,0,
343,Alaska,2020-02-26,0,0,
344,Alaska,2020-02-27,0,0,
345,Alaska,2020-02-28,0,0,
346,Alaska,2020-02-29,0,0,
347,Alaska,2020-03-01,0,0,
348,Alaska,2020-03-02,0,0,
349,Alaska,2020-03-03,0,0,
350,Alaska,2020-03-04,0,0,
351,Alaska,2020-03-05,0,0,
352,Alaska,2020-03-06,0,0,
353,Alaska,2020-03-07,0,0,
354,Alaska,2020-03-08,0,0,
355,Alaska,2020-03-09,0,0,
356,Alaska,2020-03-10,0,0,
357,Alaska,2020-03-11,0,0,
358,Alaska,2020-03-12,0,0,
359,Alaska,2020-03-13,1,0,
360,Alaska,2020-03-14,1,0,
361,Alaska,2020-03-15,1,0,
362,Alaska,2020-03-16,1,0,
363,Alaska,2020-03-17,4,0,
364,Alaska,2020-03-18,9,0,
365,Alaska,2020-03-19,12,0,
366,Alaska,2020-03-20,15,0,
367,Alaska,2020-03-21,16,0,
368,Alaska,2020-03-22,26,0,
369,Alaska,2020-03-23,39,0,
370,Alaska,2020-03-24,43,0,
371,Alaska,2020-03-25,50,1,
372,Alaska,2020-03-26,64,1,
373,Alaska,2020-03-27,75,1,
374,Alaska,2020-03-28,92,2,
375,Alaska,2020-03-29,111,2,
376,Alaska,2020-03-30,119,3,
377,Alaska,2020-03-31,129,3,
378,Alaska,2020-04-01,142,3,
379,Alaska,2020-04-02,150,3,
380,Alaska,2020-04-03,161,3,
381,Alaska,2020-04-04,172,5,
382,Alaska,2020-04-05,187,6,
383,Alaska,2020-04-06,193,6,
384,Alaska,2020-04-07,215,6,
385,Alaska,2020-04-08,228,7,
386,Alaska,2020-04-09,238,7,
387,Alaska,2020-04-10,249,7,
388,Alaska,2020-04-11,261,8,
389,Alaska,2020-04-12,276,8,
390,Alaska,2020-04-13,281,8,
391,Alaska,2020-04-14,289,9,
392,Alaska,2020-04-15,297,9,
393,Alaska,2020-04-16,305,9,
394,Alaska,2020-04-17,314,9,
395,Alaska,2020-04-18,319,9,
396,Alaska,2020-04-19,324,9,
397,Alaska,2020-04-20,326,9,
398,Alaska,2020-04-21,334,9,
399,Alaska,2020-04-22,340,9,
400,Alaska,2020-04-23,342,9,
401,Alaska,2020-04-24,344,9,
402,Alaska,2020-04-25,344,9,
403,Alaska,2020-04-26,346,9,
404,Alaska,2020-04-27,350,9,
405,Alaska,2020-04-28,356,9,
406,Alaska,2020-04-29,360,9,
407,Alaska,2020-04-30,360,9,
408,Alaska,2020-05-01,369,9,
409,Alaska,2020-05-02,370,9,
410,Alaska,2020-05-03,373,9,
411,Alaska,2020-05-04,375,9,
412,Alaska,2020-05-05,376,9,
413,Alaska,2020-05-06,377,10,
414,Alaska,2020-05-07,380,10,
415,Alaska,2020-05-08,383,10,
416,Alaska,2020-05-09,385,10,
417,Alaska,2020-05-10,386,10,
418,Alaska,2020-05-11,388,10,
419,Alaska,2020-05-12,390,10,
420,Alaska,2020-05-13,391,10,
421,Alaska,2020-05-14,396,10,
422,Alaska,2020-05-15,398,10,
423,Alaska,2020-05-16,403,10,
424,Alaska,2020-05-17,408,10,
425,Alaska,2020-05-18,411,10,
426,Alaska,2020-05-19,411,10,
427,Alaska,2020-05-20,416,10,
428,Alaska,2020-05-21,416,10,
429,Alaska,2020-05-22,418,10,
430,Alaska,2020-05-23,423,10,
431,Alaska,2020-05-24,423,10,
432,Alaska,2020-05-25,426,10,
433,Alaska,2020-05-26,430,10,
434,Alaska,2020-05-27,431,10,
435,Alaska,2020-05-28,444,10,
436,Alaska,2020-05-29,450,10,
437,Alaska,2020-05-30,455,10,
438,Alaska,2020-05-31,484,10,
439,Alaska,2020-06-01,491,10,
440,Alaska,2020-06-02,512,10,
441,Alaska,2020-06-03,531,10,
442,Alaska,2020-06-04,559,10,
443,Alaska,2020-06-05,572,10,
444,Alaska,2020-06-06,586,10,
445,Alaska,2020-06-07,595,10,
446,Alaska,2020-06-08,614,10,
447,Alaska,2020-06-09,627,11,
448,Alaska,2020-06-10,649,11,
449,Alaska,2020-06-11,676,11,
450,Alaska,2020-06-12,697,12,
451,Alaska,2020-06-13,731,12,
452,Alaska,2020-06-14,743,12,
453,Alaska,2020-06-15,747,12,
454,Alaska,2020-06-16,761,12,
455,Alaska,2020-06-17,786,12,
456,Alaska,2020-06-18,805,12,
457,Alaska,2020-06-19,833,12,
458,Alaska,2020-06-20,856,12,
459,Alaska,2020-06-21,870,12,
460,Alaska,2020-06-22,881,12,
461,Alaska,2020-06-23,915,12,
462,Alaska,2020-06-24,938,12,
463,Alaska,2020-06-25,982,12,
464,Alaska,2020-06-26,1011,14,
465,Alaska,2020-06-27,1038,14,
466,Alaska,2020-06-28,1070,14,
467,Alaska,2020-06-29,1095,14,
468,Alaska,2020-06-30,1142,14,
469,Alaska,2020-07-01,1184,14,
470,Alaska,2020-07-02,1234,14,
471,Alaska,2020-07-03,1294,15,
472,Alaska,2020-07-04,1349,16,
473,Alaska,2020-07-05,1382,16,
474,Alaska,2020-07-06,1410,16,
475,Alaska,2020-07-07,1434,17,
476,Alaska,2020-07-08,1485,17,
477,Alaska,2020-07-09,1537,17,
478,Alaska,2020-07-10,1591,17,
479,Alaska,2020-07-11,1668,17,
480,Alaska,2020-07-12,1784,17,
481,Alaska,2020-07-13,1855,17,
482,Alaska,2020-07-14,1915,17,
483,Alaska,2020-07-15,1972,17,
484,Alaska,2020-07-16,2050,17,
485,Alaska,2020-07-17,2102,17,
486,Alaska,2020-07-18,2179,18,
487,Alaska,2020-07-19,2295,18,
488,Alaska,2020-07-20,2435,18,
489,Alaska,2020-07-21,2541,18,
490,Alaska,2020-07-22,2648,19,
491,Alaska,2020-07-23,2727,19,
492,Alaska,2020-07-24,2793,19,
493,Alaska,2020-07-25,2911,20,
494,Alaska,2020-07-26,3144,20,
495,Alaska,2020-07-27,3255,21,
496,Alaska,2020-07-28,3390,22,
497,Alaska,2020-07-29,3483,22,
498,Alaska,2020-07-30,3605,23,
499,Alaska,2020-07-31,3716,23,
500,Alaska,2020-08-01,3866,24,
501,Alaska,2020-08-02,4014,24,
502,Alaska,2020-08-03,4092,25,
503,Alaska,2020-08-04,4161,25,
504,Alaska,2020-08-05,4220,25,
505,Alaska,2020-08-06,4266,25,
506,Alaska,2020-08-07,4334,25,
507,Alaska,2020-08-08,4421,26,
508,Alaska,2020-08-09,4521,26,
509,Alaska,2020-08-10,4590,26,
510,Alaska,2020-08-11,4645,26,
511,Alaska,2020-08-12,4712,27,
512,Alaska,2020-08-13,4813,27,
513,Alaska,2020-08-14,4918,27,
514,Alaska,2020-08-15,5003,28,
515,Alaska,2020-08-16,5107,28,
516,Alaska,2020-08-17,5157,28,
517,Alaska,2020-08-18,5228,29,
518,Alaska,2020-08-19,5305,29,
519,Alaska,2020-08-20,5390,29,
520,Alaska,2020-08-21,5462,30,
521,Alaska,2020-08-22,5552,31,
522,Alaska,2020-08-23,5619,32,
523,Alaska,2020-08-24,5691,32,
524,Alaska,2020-08-25,5727,36,
525,Alaska,2020-08-26,5781,37,
526,Alaska,2020-08-27,5870,37,
527,Alaska,2020-08-28,5989,37,
528,Alaska,2020-08-29,6086,37,
529,Alaska,2020-08-30,6135,37,
530,Alaska,2020-08-31,6173,37,
531,Alaska,2020-09-01,6209,39,
532,Alaska,2020-09-02,6276,39,
533,Alaska,2020-09-03,6366,40,
534,Alaska,2020-09-04,6492,40,
535,Alaska,2020-09-05,6582,42,
536,Alaska,2020-09-06,6679,42,
537,Alaska,2020-09-07,6714,42,
538,Alaska,2020-09-08,6748,42,
539,Alaska,2020-09-09,6813,42,
540,Alaska,2020-09-10,6928,42,
541,Alaska,2020-09-11,7025,43,
542,Alaska,2020-09-12,7129,44,
543,Alaska,2020-09-13,7191,44,
544,Alaska,2020-09-14,7268,44,
545,Alaska,2020-09-15,7312,44,
546,Alaska,2020-09-16,7364,44,
547,Alaska,2020-09-17,7476,44,
548,Alaska,2020-09-18,7587,45,
549,Alaska,2020-09-19,7683,45,
550,Alaska,2020-09-20,7791,45,
551,Alaska,2020-09-21,7862,45,
552,Alaska,2020-09-22,7922,45,
553,Alaska,2020-09-23,7999,45,
554,Alaska,2020-09-24,8142,46,
555,Alaska,2020-09-25,8269,52,
556,Alaska,2020-09-26,8388,52,
557,Alaska,2020-09-27,8500,56,
558,Alaska,2020-09-28,8617,56,
559,Alaska,2020-09-29,8739,56,
560,Alaska,2020-09-30,8845,56,
561,Alaska,2020-10-01,8985,57,
562,Alaska,2020-10-02,9129,57,
563,Alaska,2020-10-03,9270,58,
564,Alaska,2020-10-04,9413,58,
565,Alaska,2020-10-05,9612,58,
566,Alaska,2020-10-06,9763,58,
567,Alaska,2020-10-07,9885,59,
568,Alaska,2020-10-08,10025,60,
569,Alaska,2020-10-09,10214,60,
570,Alaska,2020-10-10,10447,60,
571,Alaska,2020-10-11,10697,60,
572,Alaska,2020-10-12,10893,60,
573,Alaska,2020-10-13,11052,60,
574,Alaska,2020-10-14,11220,64,
575,Alaska,2020-10-15,11390,65,
576,Alaska,2020-10-16,11614,66,
577,Alaska,2020-10-17,11824,67,
578,Alaska,2020-10-18,12038,67,
579,Alaska,2020-10-19,12242,67,
580,Alaska,2020-10-20,12475,67,
581,Alaska,2020-10-21,12699,68,
582,Alaska,2020-10-22,12936,68,
583,Alaska,2020-10-23,13188,68,
584,Alaska,2020-10-24,13545,68,
585,Alaska,2020-10-25,14070,68,
586,Alaska,2020-10-26,14417,68,
587,Alaska,2020-10-27,14798,70,
588,Alaska,2020-10-28,15155,71,
589,Alaska,2020-10-29,15522,77,
590,Alaska,2020-10-30,15908,81,
591,Alaska,2020-10-31,16355,82,
592,Alaska,2020-11-01,16705,83,
593,Alaska,2020-11-02,17057,84,
594,Alaska,2020-11-03,17448,84,
595,Alaska,2020-11-04,17860,84,
596,Alaska,2020-11-05,18174,84,
597,Alaska,2020-11-06,18699,84,
598,Alaska,2020-11-07,19306,84,
599,Alaska,2020-11-08,19826,84,
600,Alaska,2020-11-09,20300,84,
601,Alaska,2020-11-10,20832,92,
602,Alaska,2020-11-11,21331,96,
603,Alaska,2020-11-12,21812,96,
604,Alaska,2020-11-13,22405,97,
605,Alaska,2020-11-14,23153,98,
606,Alaska,2020-11-15,23814,98,
607,Alaska,2020-11-16,24399,98,
608,Alaska,2020-11-17,25041,100,
609,Alaska,2020-11-18,25588,100,
610,Alaska,2020-11-19,26081,101,
611,Alaska,2020-11-20,26544,101,
612,Alaska,2020-11-21,27224,102,
613,Alaska,2020-11-22,27773,103,
614,Alaska,2020-11-23,28273,103,
615,Alaska,2020-11-24,28863,116,
616,American Samoa,2020-01-22,0,0,
617,American Samoa,2020-01-23,0,0,
618,American Samoa,2020-01-24,0,0,
619,American Samoa,2020-01-25,0,0,
620,American Samoa,2020-01-26,0,0,
621,American Samoa,2020-01-27,0,0,
622,American Samoa,2020-01-28,0,0,
623,American Samoa,2020-01-29,0,0,
624,American Samoa,2020-01-30,0,0,
625,American Samoa,2020-01-31,0,0,
626,American Samoa,2020-02-01,0,0,
627,American Samoa,2020-02-02,0,0,
628,American Samoa,2020-02-03,0,0,
629,American Samoa,2020-02-04,0,0,
630,American Samoa,2020-02-05,0,0,
631,American Samoa,2020-02-06,0,0,
632,American Samoa,2020-02-07,0,0,
633,American Samoa,2020-02-08,0,0,
634,American Samoa,2020-02-09,0,0,
635,American Samoa,2020-02-10,0,0,
636,American Samoa,2020-02-11,0,0,
637,American Samoa,2020-02-12,0,0,
638,American Samoa,2020-02-13,0,0,
639,American Samoa,2020-02-14,0,0,
640,American Samoa,2020-02-15,0,0,
641,American Samoa,2020-02-16,0,0,
642,American Samoa,2020-02-17,0,0,
643,American Samoa,2020-02-18,0,0,
644,American Samoa,2020-02-19,0,0,
645,American Samoa,2020-02-20,0,0,
646,American Samoa,2020-02-21,0,0,
647,American Samoa,2020-02-22,0,0,
648,American Samoa,2020-02-23,0,0,
649,American Samoa,2020-02-24,0,0,
650,American Samoa,2020-02-25,0,0,
651,American Samoa,2020-02-26,0,0,
652,American Samoa,2020-02-27,0,0,
653,American Samoa,2020-02-28,0,0,
654,American Samoa,2020-02-29,0,0,
655,American Samoa,2020-03-01,0,0,
656,American Samoa,2020-03-02,0,0,
657,American Samoa,2020-03-03,0,0,
658,American Samoa,2020-03-04,0,0,
659,American Samoa,2020-03-05,0,0,
660,American Samoa,2020-03-06,0,0,
661,American Samoa,2020-03-07,0,0,
662,American Samoa,2020-03-08,0,0,
663,American Samoa,2020-03-09,0,0,
664,American Samoa,2020-03-10,0,0,
665,American Samoa,2020-03-11,0,0,
666,American Samoa,2020-03-12,0,0,
667,American Samoa,2020-03-13,0,0,
668,American Samoa,2020-03-14,0,0,
669,American Samoa,2020-03-15,0,0,
670,American Samoa,2020-03-16,0,0,
671,American Samoa,2020-03-17,0,0,
672,American Samoa,2020-03-18,0,0,
673,American Samoa,2020-03-19,0,0,
674,American Samoa,2020-03-20,0,0,
675,American Samoa,2020-03-21,0,0,
676,American Samoa,2020-03-22,0,0,
677,American Samoa,2020-03-23,0,0,
678,American Samoa,2020-03-24,0,0,
679,American Samoa,2020-03-25,0,0,
680,American Samoa,2020-03-26,0,0,
681,American Samoa,2020-03-27,0,0,
682,American Samoa,2020-03-28,0,0,
683,American Samoa,2020-03-29,0,0,
684,American Samoa,2020-03-30,0,0,
685,American Samoa,2020-03-31,0,0,
686,American Samoa,2020-04-01,0,0,
687,American Samoa,2020-04-02,0,0,
688,American Samoa,2020-04-03,0,0,
689,American Samoa,2020-04-04,0,0,
690,American Samoa,2020-04-05,0,0,
691,American Samoa,2020-04-06,0,0,
692,American Samoa,2020-04-07,0,0,
693,American Samoa,2020-04-08,0,0,
694,American Samoa,2020-04-09,0,0,
695,American Samoa,2020-04-10,0,0,
696,American Samoa,2020-04-11,0,0,
697,American Samoa,2020-04-12,0,0,
698,American Samoa,2020-04-13,0,0,
699,American Samoa,2020-04-14,0,0,
700,American Samoa,2020-04-15,0,0,
701,American Samoa,2020-04-16,0,0,
