State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Rhode Island,2020-05-09,6245,2020-05-02,94083,473597,19.87
Rhode Island,2020-05-16,3883,2020-05-09,89247,473597,18.84
Rhode Island,2020-05-23,2937,2020-05-16,87966,473597,18.57
Rhode Island,2020-05-30,2748,2020-05-23,78496,473597,16.57
Rhode Island,2020-06-06,3518,2020-05-30,76946,473597,16.25
Rhode Island,2020-06-13,2641,2020-06-06,73083,473597,15.43
Rhode Island,2020-06-20,4014,2020-06-13,69236,473597,14.62
Rhode Island,2020-06-27,3229,2020-06-20,67100,473597,14.17
Rhode Island,2020-07-04,3436,2020-06-27,66304,473597,14
Rhode Island,2020-07-11,3133,2020-07-04,65377,474428,13.78
Rhode Island,2020-07-18,3258,2020-07-11,63177,474428,13.32
Rhode Island,2020-07-25,3635,2020-07-18,63285,474428,13.34
Rhode Island,2020-08-01,3722,2020-07-25,60470,474428,12.75
Rhode Island,2020-08-08,3324,2020-08-01,55965,474428,11.8
Rhode Island,2020-08-15,2683,2020-08-08,51095,474428,10.77
Rhode Island,2020-08-22,3186,2020-08-15,49423,474428,10.42
Rhode Island,2020-08-29,3680,2020-08-22,47405,474428,9.99
Rhode Island,2020-09-05,3251,2020-08-29,44829,474428,9.45
Rhode Island,2020-09-12,3026,2020-09-05,45841,474428,9.66
Rhode Island,2020-09-19,2830,2020-09-12,38774,474428,8.17
Rhode Island,2020-09-26,3098,2020-09-19,31964,474428,6.74
Rhode Island,2020-10-03,2801,2020-09-26,26879,474428,5.67
Rhode Island,2020-10-10,3059,2020-10-03,22523,474882,4.74
Rhode Island,2020-10-17,2437,2020-10-10,19638,474882,4.14
Rhode Island,2020-10-24,3127,2020-10-17,17947,474882,3.78
Rhode Island,2020-10-31,3172,2020-10-24,16470,474882,3.47
South Carolina,2020-01-04,7471,2019-12-28,18922,2070232,0.91
South Carolina,2020-01-11,4629,2020-01-04,21587,2077535,1.04
South Carolina,2020-01-18,3126,2020-01-11,18780,2077535,0.9
South Carolina,2020-01-25,2248,2020-01-18,17113,2077535,0.82
South Carolina,2020-02-01,2099,2020-01-25,17061,2077535,0.82
South Carolina,2020-02-08,2054,2020-02-01,16669,2077535,0.8
South Carolina,2020-02-15,2088,2020-02-08,16547,2077535,0.8
South Carolina,2020-02-22,1824,2020-02-15,16239,2077535,0.78
South Carolina,2020-02-29,1977,2020-02-22,15779,2077535,0.76
South Carolina,2020-03-07,1889,2020-02-29,15341,2077535,0.74
South Carolina,2020-03-14,2093,2020-03-07,15032,2077535,0.72
South Carolina,2020-03-21,31826,2020-03-14,15111,2077535,0.73
South Carolina,2020-03-28,66475,2020-03-21,30341,2077535,1.46
South Carolina,2020-04-04,86573,2020-03-28,75521,2077535,3.64
South Carolina,2020-04-11,89147,2020-04-04,126994,2087060,6.08
South Carolina,2020-04-18,74362,2020-04-11,179769,2087060,8.61
South Carolina,2020-04-25,66438,2020-04-18,240956,2087060,11.55
South Carolina,2020-05-02,47673,2020-04-25,260409,2087060,12.48
South Carolina,2020-05-09,33191,2020-05-02,268701,2087060,12.87
South Carolina,2020-05-16,29899,2020-05-09,256676,2087060,12.3
South Carolina,2020-05-23,25380,2020-05-16,241793,2087060,11.59
South Carolina,2020-05-30,18910,2020-05-23,214814,2087060,10.29
South Carolina,2020-06-06,23188,2020-05-30,212570,2087060,10.19
South Carolina,2020-06-13,19853,2020-06-06,200903,2087060,9.63
South Carolina,2020-06-20,17611,2020-06-13,198224,2087060,9.5
South Carolina,2020-06-27,17654,2020-06-20,197125,2087060,9.45
South Carolina,2020-07-04,16015,2020-06-27,187282,2087060,8.97
South Carolina,2020-07-11,19272,2020-07-04,201097,2093284,9.61
South Carolina,2020-07-18,14307,2020-07-11,200340,2093284,9.57
South Carolina,2020-07-25,12195,2020-07-18,197886,2093284,9.45
South Carolina,2020-08-01,8909,2020-07-25,191064,2093284,9.13
South Carolina,2020-08-08,5896,2020-08-01,170983,2093284,8.17
South Carolina,2020-08-15,7231,2020-08-08,161012,2093284,7.69
South Carolina,2020-08-22,5496,2020-08-15,143801,2093284,6.87
South Carolina,2020-08-29,5000,2020-08-22,128226,2093284,6.13
South Carolina,2020-09-05,5085,2020-08-29,115428,2093284,5.51
South Carolina,2020-09-12,4261,2020-09-05,101456,2093284,4.85
South Carolina,2020-09-19,4906,2020-09-12,94304,2093284,4.51
South Carolina,2020-09-26,4905,2020-09-19,85052,2093284,4.06
South Carolina,2020-10-03,4908,2020-09-26,75968,2093284,3.63
South Carolina,2020-10-10,4667,2020-10-03,70120,2095065,3.35
South Carolina,2020-10-17,3890,2020-10-10,66012,2095065,3.15
South Carolina,2020-10-24,3675,2020-10-17,61400,2095065,2.93
South Carolina,2020-10-31,3260,2020-10-24,55863,2095065,2.67
South Dakota,2020-01-04,398,2019-12-28,2798,416296,0.67
South Dakota,2020-01-11,468,2020-01-04,2970,417030,0.71
South Dakota,2020-01-18,338,2020-01-11,2995,417030,0.72
South Dakota,2020-01-25,291,2020-01-18,3071,417030,0.74
South Dakota,2020-02-01,217,2020-01-25,3155,417030,0.76
South Dakota,2020-02-08,223,2020-02-01,3117,417030,0.75
South Dakota,2020-02-15,194,2020-02-08,3196,417030,0.77
South Dakota,2020-02-22,191,2020-02-15,3164,417030,0.76
South Dakota,2020-02-29,159,2020-02-22,3116,417030,0.75
South Dakota,2020-03-07,185,2020-02-29,3059,417030,0.73
South Dakota,2020-03-14,190,2020-03-07,2870,417030,0.69
South Dakota,2020-03-21,1761,2020-03-14,2674,417030,0.64
South Dakota,2020-03-28,6801,2020-03-21,3538,417030,0.85
South Dakota,2020-04-04,8138,2020-03-28,7568,417030,1.81
South Dakota,2020-04-11,6359,2020-04-04,14431,417997,3.45
South Dakota,2020-04-18,5295,2020-04-11,19664,417997,4.7
South Dakota,2020-04-25,5535,2020-04-18,22707,417997,5.43
South Dakota,2020-05-02,3929,2020-04-25,23791,417997,5.69
South Dakota,2020-05-09,5269,2020-05-02,23388,417997,5.6
South Dakota,2020-05-16,3891,2020-05-09,25186,417997,6.03
South Dakota,2020-05-23,3471,2020-05-16,22454,417997,5.37
South Dakota,2020-05-30,1498,2020-05-23,19629,417997,4.7
South Dakota,2020-06-06,880,2020-05-30,20573,417997,4.92
South Dakota,2020-06-13,1065,2020-06-06,18649,417997,4.46
South Dakota,2020-06-20,910,2020-06-13,17163,417997,4.11
South Dakota,2020-06-27,644,2020-06-20,17142,417997,4.1
South Dakota,2020-07-04,835,2020-06-27,15942,417997,3.81
South Dakota,2020-07-11,1216,2020-07-04,18722,418749,4.47
South Dakota,2020-07-18,772,2020-07-11,16600,418749,3.96
South Dakota,2020-07-25,808,2020-07-18,15643,418749,3.74
South Dakota,2020-08-01,775,2020-07-25,15464,418749,3.69
South Dakota,2020-08-08,973,2020-08-01,14715,418749,3.51
South Dakota,2020-08-15,784,2020-08-08,8949,418749,2.14
South Dakota,2020-08-22,802,2020-08-15,9117,418749,2.18
South Dakota,2020-08-29,630,2020-08-22,10778,418749,2.57
South Dakota,2020-09-05,585,2020-08-29,9165,418749,2.19
South Dakota,2020-09-12,376,2020-09-05,6673,418749,1.59
South Dakota,2020-09-19,551,2020-09-12,6950,418749,1.66
South Dakota,2020-09-26,267,2020-09-19,6167,418749,1.47
South Dakota,2020-10-03,444,2020-09-26,5078,418749,1.21
South Dakota,2020-10-10,443,2020-10-03,5469,419422,1.3
South Dakota,2020-10-17,485,2020-10-10,4320,419422,1.03
South Dakota,2020-10-24,482,2020-10-17,4539,419422,1.08
South Dakota,2020-10-31,856,2020-10-24,3813,419422,0.91
Tennessee,2020-01-04,3084,2019-12-28,22163,3250062,0.68
Tennessee,2020-01-11,3711,2020-01-04,22398,3263988,0.69
Tennessee,2020-01-18,3093,2020-01-11,20441,3263988,0.63
Tennessee,2020-01-25,2484,2020-01-18,20786,3263988,0.64
Tennessee,2020-02-01,2362,2020-01-25,21364,3263988,0.65
Tennessee,2020-02-08,2161,2020-02-01,20670,3263988,0.63
Tennessee,2020-02-15,2140,2020-02-08,20485,3263988,0.63
Tennessee,2020-02-22,1855,2020-02-15,20139,3263988,0.62
Tennessee,2020-02-29,2014,2020-02-22,20413,3263988,0.63
Tennessee,2020-03-07,2032,2020-02-29,19035,3263988,0.58
Tennessee,2020-03-14,2702,2020-03-07,18450,3263988,0.57
Tennessee,2020-03-21,38077,2020-03-14,18350,3263988,0.56
Tennessee,2020-03-28,92500,2020-03-21,37541,3263988,1.15
Tennessee,2020-04-04,112186,2020-03-28,116179,3263988,3.56
Tennessee,2020-04-11,71887,2020-04-04,206472,3278927,6.3
Tennessee,2020-04-18,67226,2020-04-11,279895,3278927,8.54
Tennessee,2020-04-25,42805,2020-04-18,341033,3278927,10.4
Tennessee,2020-05-02,36323,2020-04-25,340249,3278927,10.38
Tennessee,2020-05-09,28377,2020-05-02,343212,3278927,10.47
Tennessee,2020-05-16,27990,2020-05-09,332745,3278927,10.15
Tennessee,2020-05-23,25439,2020-05-16,327768,3278927,10
Tennessee,2020-05-30,22255,2020-05-23,322117,3278927,9.82
Tennessee,2020-06-06,20908,2020-05-30,310065,3278927,9.46
Tennessee,2020-06-13,19413,2020-06-06,297873,3278927,9.08
Tennessee,2020-06-20,20506,2020-06-13,283631,3278927,8.65
Tennessee,2020-06-27,21544,2020-06-20,279199,3278927,8.51
Tennessee,2020-07-04,24920,2020-06-27,273815,3278927,8.35
Tennessee,2020-07-11,22060,2020-07-04,268220,3310273,8.1
Tennessee,2020-07-18,25773,2020-07-11,260009,3310273,7.85
Tennessee,2020-07-25,20091,2020-07-18,258469,3310273,7.81
Tennessee,2020-08-01,12208,2020-07-25,242385,3310273,7.32
Tennessee,2020-08-08,10620,2020-08-01,224750,3310273,6.79
Tennessee,2020-08-15,14413,2020-08-08,219023,3310827,6.62
Tennessee,2020-08-22,11588,2020-08-15,204952,3310827,6.19
Tennessee,2020-08-29,12876,2020-08-22,199408,3310827,6.02
Tennessee,2020-09-05,12310,2020-08-29,192911,3310827,5.83
Tennessee,2020-09-12,11316,2020-09-05,178952,3310827,5.41
Tennessee,2020-09-19,11793,2020-09-12,167778,3310827,5.07
Tennessee,2020-09-26,10311,2020-09-19,151690,3310827,4.58
Tennessee,2020-10-03,10077,2020-09-26,139780,3310827,4.22
Tennessee,2020-10-10,10810,2020-10-03,100911,3322994,3.04
Tennessee,2020-10-17,10412,2020-10-10,88163,3322994,2.65
Tennessee,2020-10-24,8113,2020-10-17,80068,3322994,2.41
Tennessee,2020-10-31,7447,2020-10-24,72550,3322994,2.18
Texas,2020-01-04,12367,2019-12-28,141473,12168097,1.16
Texas,2020-01-11,21902,2020-01-04,140768,12236594,1.15
Texas,2020-01-18,15783,2020-01-11,145126,12236594,1.19
Texas,2020-01-25,13070,2020-01-18,132656,12236594,1.08
Texas,2020-02-01,13818,2020-01-25,140826,12236594,1.15
Texas,2020-02-08,13869,2020-02-01,128666,12236594,1.05
Texas,2020-02-15,12790,2020-02-08,133475,12236594,1.09
Texas,2020-02-22,12047,2020-02-15,127275,12236594,1.04
Texas,2020-02-29,12692,2020-02-22,133247,12236594,1.09
Texas,2020-03-07,14355,2020-02-29,125252,12236594,1.02
Texas,2020-03-14,16176,2020-03-07,127905,12236594,1.05
Texas,2020-03-21,155426,2020-03-14,126427,12236594,1.03
Texas,2020-03-28,276185,2020-03-21,144697,12236594,1.18
Texas,2020-04-04,315167,2020-03-28,374656,12236594,3.06
Texas,2020-04-11,274257,2020-04-04,632470,12304547,5.14
Texas,2020-04-18,280761,2020-04-11,911923,12304547,7.41
Texas,2020-04-25,254084,2020-04-18,962122,12304547,7.82
Texas,2020-05-02,243935,2020-04-25,1133324,12304547,9.21
Texas,2020-05-09,141553,2020-05-02,1181609,12304547,9.6
Texas,2020-05-16,134065,2020-05-09,1300576,12304547,10.57
Texas,2020-05-23,127717,2020-05-16,1272557,12304547,10.34
Texas,2020-05-30,106677,2020-05-23,1401773,12304547,11.39
Texas,2020-06-06,89676,2020-05-30,1215507,12304547,9.88
Texas,2020-06-13,94723,2020-06-06,1297296,12304547,10.54
Texas,2020-06-20,89547,2020-06-13,1221813,12304547,9.93
Texas,2020-06-27,96593,2020-06-20,1301714,12304547,10.58
Texas,2020-07-04,117099,2020-06-27,1237931,12304547,10.06
Texas,2020-07-11,105516,2020-07-04,1313086,12372188,10.61
Texas,2020-07-18,87908,2020-07-11,1247269,12372188,10.08
Texas,2020-07-25,76804,2020-07-18,1338900,12372188,10.82
Texas,2020-08-01,62709,2020-07-25,1228250,12372188,9.93
Texas,2020-08-08,52304,2020-08-01,1221540,12372188,9.87
Texas,2020-08-15,61400,2020-08-08,1101708,12372188,8.9
Texas,2020-08-22,52152,2020-08-15,1091961,12372188,8.83
Texas,2020-08-29,56673,2020-08-22,1017360,12372188,8.22
Texas,2020-09-05,65291,2020-08-29,1043117,12372188,8.43
Texas,2020-09-12,49386,2020-09-05,976588,12372188,7.89
Texas,2020-09-19,48426,2020-09-12,953168,12372188,7.7
Texas,2020-09-26,41351,2020-09-19,902269,12372188,7.29
Texas,2020-10-03,42338,2020-09-26,803025,12372188,6.49
Texas,2020-10-10,44692,2020-10-03,718231,12428366,5.78
Texas,2020-10-17,45308,2020-10-10,682194,12428366,5.49
Texas,2020-10-24,35195,2020-10-17,607655,12428366,4.89
Texas,2020-10-31,37601,2020-10-24,558341,12428366,4.49
Utah,2020-01-04,1518,2019-12-28,11328,1454279,0.78
Utah,2020-01-11,1834,2020-01-04,11787,1459679,0.81
Utah,2020-01-18,1458,2020-01-11,12061,1459679,0.83
Utah,2020-01-25,1271,2020-01-18,12061,1459679,0.83
Utah,2020-02-01,1290,2020-01-25,11872,1459679,0.81
Utah,2020-02-08,1303,2020-02-01,12187,1459679,0.83
Utah,2020-02-15,1097,2020-02-08,12131,1459679,0.83
Utah,2020-02-22,1008,2020-02-15,11960,1459679,0.82
Utah,2020-02-29,885,2020-02-22,11451,1459679,0.78
Utah,2020-03-07,1015,2020-02-29,11077,1459679,0.76
Utah,2020-03-14,1305,2020-03-07,10701,1459679,0.73
Utah,2020-03-21,19690,2020-03-14,10826,1459679,0.74
Utah,2020-03-28,28532,2020-03-21,24635,1459679,1.69
Utah,2020-04-04,33040,2020-03-28,45161,1459679,3.09
Utah,2020-04-11,24515,2020-04-04,72798,1474336,4.94
Utah,2020-04-18,19649,2020-04-11,88281,1474336,5.99
Utah,2020-04-25,11738,2020-04-18,89495,1474336,6.07
Utah,2020-05-02,8992,2020-04-25,92872,1474336,6.3
Utah,2020-05-09,7076,2020-05-02,91591,1474336,6.21
Utah,2020-05-16,6228,2020-05-09,86298,1474336,5.85
Utah,2020-05-23,5405,2020-05-16,82054,1474336,5.57
Utah,2020-05-30,4948,2020-05-23,79316,1474336,5.38
Utah,2020-06-06,5382,2020-05-30,78145,1474336,5.3
Utah,2020-06-13,4803,2020-06-06,75383,1474336,5.11
Utah,2020-06-20,4915,2020-06-13,73619,1474336,4.99
Utah,2020-06-27,4965,2020-06-20,72216,1474336,4.9
Utah,2020-07-04,4802,2020-06-27,70639,1474336,4.79
Utah,2020-07-11,4792,2020-07-04,69999,1483888,4.72
Utah,2020-07-18,4483,2020-07-11,68097,1483888,4.59
Utah,2020-07-25,3709,2020-07-18,66351,1483888,4.47
Utah,2020-08-01,3098,2020-07-25,64015,1483888,4.31
Utah,2020-08-08,2881,2020-08-01,57868,1483888,3.9
Utah,2020-08-15,2983,2020-08-08,51910,1483888,3.5
Utah,2020-08-22,2980,2020-08-15,46806,1483888,3.15
Utah,2020-08-29,2587,2020-08-22,40081,1483888,2.7
Utah,2020-09-05,2593,2020-08-29,34778,1483888,2.34
Utah,2020-09-12,2283,2020-09-05,30858,1483888,2.08
Utah,2020-09-19,2545,2020-09-12,28362,1483888,1.91
Utah,2020-09-26,2460,2020-09-19,25803,1483888,1.74
Utah,2020-10-03,2575,2020-09-26,23562,1483888,1.59
Utah,2020-10-10,2726,2020-10-03,21265,1486205,1.43
Utah,2020-10-17,2490,2020-10-10,19081,1486205,1.28
Utah,2020-10-24,2371,2020-10-17,17474,1486205,1.18
Utah,2020-10-31,2360,2020-10-24,16327,1486205,1.1
Vermont,2020-01-04,680,2019-12-28,5417,303175,1.79
Vermont,2020-01-11,649,2020-01-04,5609,303508,1.85
Vermont,2020-01-18,755,2020-01-11,4961,303508,1.63
Vermont,2020-01-25,518,2020-01-18,4986,303508,1.64
Vermont,2020-02-01,481,2020-01-25,5006,303508,1.65
Vermont,2020-02-08,475,2020-02-01,4824,303508,1.59
Vermont,2020-02-15,543,2020-02-08,4931,303508,1.62
Vermont,2020-02-22,610,2020-02-15,4872,303508,1.61
Vermont,2020-02-29,863,2020-02-22,5039,303508,1.66
Vermont,2020-03-07,446,2020-02-29,5219,303508,1.72
Vermont,2020-03-14,659,2020-03-07,4896,303508,1.61
Vermont,2020-03-21,3784,2020-03-14,4810,303508,1.58
Vermont,2020-03-28,14633,2020-03-21,13797,303508,4.55
Vermont,2020-04-04,16474,2020-03-28,21953,303508,7.23
Vermont,2020-04-11,9662,2020-04-04,31204,303379,10.29
Vermont,2020-04-18,6598,2020-04-11,64313,303379,21.2
Vermont,2020-04-25,5117,2020-04-18,76457,303379,25.2
Vermont,2020-05-02,3875,2020-04-25,60535,303379,19.95
Vermont,2020-05-09,2913,2020-05-02,57040,303379,18.8
Vermont,2020-05-16,2199,2020-05-09,55103,303379,18.16
Vermont,2020-05-23,1552,2020-05-16,50285,303379,16.57
Vermont,2020-05-30,1465,2020-05-23,46316,303379,15.27
Vermont,2020-06-06,1650,2020-05-30,45207,303379,14.9
Vermont,2020-06-13,1859,2020-06-06,43338,303379,14.29
Vermont,2020-06-20,1389,2020-06-13,42681,303379,14.07
Vermont,2020-06-27,2163,2020-06-20,42420,303379,13.98
Vermont,2020-07-04,1876,2020-06-27,39089,303379,12.88
Vermont,2020-07-11,1830,2020-07-04,38335,303295,12.64
Vermont,2020-07-18,1637,2020-07-11,38405,303295,12.66
Vermont,2020-07-25,1519,2020-07-18,37797,303295,12.46
Vermont,2020-08-01,1260,2020-07-25,35847,303295,11.82
Vermont,2020-08-08,904,2020-08-01,31783,303295,10.48
Vermont,2020-08-15,723,2020-08-08,29962,303295,9.88
Vermont,2020-08-22,686,2020-08-15,28390,303295,9.36
Vermont,2020-08-29,749,2020-08-22,26970,303295,8.89
Vermont,2020-09-05,731,2020-08-29,25575,303295,8.43
Vermont,2020-09-12,612,2020-09-05,23961,303295,7.9
Vermont,2020-09-19,644,2020-09-12,22541,303295,7.43
Vermont,2020-09-26,601,2020-09-19,20616,303295,6.8
Vermont,2020-10-03,606,2020-09-26,17676,303295,5.83
Vermont,2020-10-10,543,2020-10-03,15460,302674,5.11
Vermont,2020-10-17,601,2020-10-10,13438,302674,4.44
Vermont,2020-10-24,706,2020-10-17,12535,302674,4.14
Vermont,2020-10-31,750,2020-10-24,11555,302674,3.82
Virgin Islands,2020-01-04,10,2019-12-28,468,33306,1.41
Virgin Islands,2020-01-11,24,2020-01-04,534,34238,1.56
Virgin Islands,2020-01-18,40,2020-01-11,562,34238,1.64
Virgin Islands,2020-01-25,44,2020-01-18,552,34238,1.61
Virgin Islands,2020-02-01,35,2020-01-25,516,34238,1.51
Virgin Islands,2020-02-08,45,2020-02-01,522,34238,1.52
Virgin Islands,2020-02-15,40,2020-02-08,508,34238,1.48
Virgin Islands,2020-02-22,55,2020-02-15,508,34238,1.48
Virgin Islands,2020-02-29,37,2020-02-22,562,34238,1.64
Virgin Islands,2020-03-07,64,2020-02-29,586,34238,1.71
Virgin Islands,2020-03-14,44,2020-03-07,592,34238,1.73
Virgin Islands,2020-03-21,123,2020-03-14,584,34238,1.71
Virgin Islands,2020-03-28,250,2020-03-21,512,34238,1.5
Virgin Islands,2020-04-04,72,2020-03-28,658,34238,1.92
Virgin Islands,2020-04-11,6,2020-04-04,776,35422,2.19
Virgin Islands,2020-04-18,13,2020-04-11,1322,35422,3.73
Virgin Islands,2020-04-25,103,2020-04-18,1468,35422,4.14
Virgin Islands,2020-05-02,45,2020-04-25,1882,35422,5.31
Virgin Islands,2020-05-09,70,2020-05-02,2812,35422,7.94
Virgin Islands,2020-05-16,66,2020-05-09,3572,35422,10.08
Virgin Islands,2020-05-23,47,2020-05-16,4534,35422,12.8
Virgin Islands,2020-05-30,32,2020-05-23,4642,35422,13.1
Virgin Islands,2020-06-06,32,2020-05-30,5564,35422,15.71
Virgin Islands,2020-06-13,53,2020-06-06,5734,35422,16.19
Virgin Islands,2020-06-20,63,2020-06-13,6294,35422,17.77
Virgin Islands,2020-06-27,57,2020-06-20,6194,35422,17.49
Virgin Islands,2020-07-04,38,2020-06-27,4638,35422,13.09
Virgin Islands,2020-07-11,70,2020-07-04,5574,36677,15.2
Virgin Islands,2020-07-18,110,2020-07-11,5330,36677,14.53
Virgin Islands,2020-07-25,48,2020-07-18,4842,36677,13.2
Virgin Islands,2020-08-01,20,2020-07-25,3518,36677,9.59
Virgin Islands,2020-08-08,41,2020-08-01,5048,36677,13.76
Virgin Islands,2020-08-15,227,2020-08-08,4710,36677,12.84
Virgin Islands,2020-08-22,193,2020-08-15,4318,36677,11.77
Virgin Islands,2020-08-29,363,2020-08-22,4618,36677,12.59
Virgin Islands,2020-09-05,327,2020-08-29,3746,36677,10.21
Virgin Islands,2020-09-12,192,2020-09-05,4130,36677,11.26
Virgin Islands,2020-09-19,309,2020-09-12,4358,36677,11.88
Virgin Islands,2020-09-26,346,2020-09-19,4440,36677,12.11
Virgin Islands,2020-10-03,255,2020-09-26,3190,36677,8.7
Virgin Islands,2020-10-10,163,2020-10-03,2438,37542,6.49
Virgin Islands,2020-10-17,133,2020-10-10,2198,37542,5.85
Virgin Islands,2020-10-24,127,2020-10-17,3586,37542,9.55
Virgin Islands,2020-10-31,101,2020-10-24,2668,37542,7.11
Virginia,2020-01-04,3188,2019-12-28,22171,3722198,0.6
Virginia,2020-01-11,3643,2020-01-04,23577,3731069,0.63
Virginia,2020-01-18,2831,2020-01-11,22218,3731069,0.6
Virginia,2020-01-25,3059,2020-01-18,21661,3731069,0.58
Virginia,2020-02-01,2575,2020-01-25,22263,3731069,0.6
Virginia,2020-02-08,3097,2020-02-01,22049,3731069,0.59
Virginia,2020-02-15,2693,2020-02-08,22481,3731069,0.6
Virginia,2020-02-22,2079,2020-02-15,22493,3731069,0.6
Virginia,2020-02-29,3267,2020-02-22,22203,3731069,0.6
Virginia,2020-03-07,2527,2020-02-29,22714,3731069,0.61
Virginia,2020-03-14,2706,2020-03-07,21336,3731069,0.57
Virginia,2020-03-21,46277,2020-03-14,21628,3731069,0.58
Virginia,2020-03-28,112497,2020-03-21,41827,3731069,1.12
Virginia,2020-04-04,147369,2020-03-28,133184,3731069,3.57
Virginia,2020-04-11,104619,2020-04-04,236791,3731069,6.35
Virginia,2020-04-18,82729,2020-04-11,297993,3739821,7.97
Virginia,2020-04-25,72488,2020-04-18,341295,3739821,9.13
Virginia,2020-05-02,59631,2020-04-25,376689,3739821,10.07
Virginia,2020-05-09,52139,2020-05-02,392673,3739821,10.5
Virginia,2020-05-16,44699,2020-05-09,403557,3739821,10.79
Virginia,2020-05-23,39242,2020-05-16,402926,3739821,10.77
Virginia,2020-05-30,31379,2020-05-23,398411,3739821,10.65
Virginia,2020-06-06,29231,2020-05-30,396056,3739821,10.59
Virginia,2020-06-13,27186,2020-06-06,386893,3739821,10.35
Virginia,2020-06-20,25293,2020-06-13,375579,3739821,10.04
Virginia,2020-06-27,31955,2020-06-20,366714,3739821,9.81
Virginia,2020-07-04,31825,2020-06-27,378607,3739821,10.12
Virginia,2020-07-11,32292,2020-07-04,372070,3751738,9.92
Virginia,2020-07-18,37946,2020-07-11,357098,3751738,9.52
Virginia,2020-07-25,42966,2020-07-18,344826,3751738,9.19
Virginia,2020-08-01,23918,2020-07-25,331401,3751738,8.83
Virginia,2020-08-08,13265,2020-08-01,264410,3751738,7.05
Virginia,2020-08-15,15151,2020-08-08,265225,3751738,7.07
Virginia,2020-08-22,11436,2020-08-15,249745,3751738,6.66
Virginia,2020-08-29,10305,2020-08-22,233467,3751738,6.22
Virginia,2020-09-05,11135,2020-08-29,217485,3751738,5.8
Virginia,2020-09-12,10100,2020-09-05,201616,3751738,5.37
Virginia,2020-09-19,10582,2020-09-12,188195,3751738,5.02
Virginia,2020-09-26,9377,2020-09-19,173717,3751738,4.63
Virginia,2020-10-03,10843,2020-09-26,160764,3751738,4.29
Virginia,2020-10-10,9110,2020-10-03,142220,3762558,3.78
Virginia,2020-10-17,11365,2020-10-10,129300,3762558,3.44
Virginia,2020-10-24,12352,2020-10-17,127621,3762558,3.39
Virginia,2020-10-31,10350,2020-10-24,99711,3762558,2.65
Washington,2020-01-04,10024,2019-12-28,70363,3317884,2.12
Washington,2020-01-11,9069,2020-01-04,70214,3333838,2.11
Washington,2020-01-18,9079,2020-01-11,65903,3333838,1.98
Washington,2020-01-25,8072,2020-01-18,67705,3333838,2.03
Washington,2020-02-01,6619,2020-01-25,65260,3333838,1.96
Washington,2020-02-08,7161,2020-02-01,64144,3333838,1.92
Washington,2020-02-15,6311,2020-02-08,61819,3333838,1.85
Washington,2020-02-22,5585,2020-02-15,59819,3333838,1.79
Washington,2020-02-29,5770,2020-02-22,58586,3333838,1.76
Washington,2020-03-07,6616,2020-02-29,56513,3333838,1.7
Washington,2020-03-14,14240,2020-03-07,55588,3333838,1.67
Washington,2020-03-21,129909,2020-03-14,62623,3333838,1.88
Washington,2020-03-28,182849,2020-03-21,158025,3333838,4.74
Washington,2020-04-04,171252,2020-03-28,309411,3333838,9.28
Washington,2020-04-11,144455,2020-04-04,442936,3351028,13.22
Washington,2020-04-18,83475,2020-04-11,535185,3351028,15.97
Washington,2020-04-25,139505,2020-04-18,573374,3351028,17.11
Washington,2020-05-02,102216,2020-04-25,604048,3351028,18.03
Washington,2020-05-09,110831,2020-05-02,739795,3351028,22.08
Washington,2020-05-16,140119,2020-05-09,1045456,3351028,31.2
Washington,2020-05-23,49436,2020-05-16,593287,3351028,17.7
Washington,2020-05-30,31929,2020-05-23,479768,3351028,14.32
Washington,2020-06-06,30677,2020-05-30,438156,3351028,13.08
Washington,2020-06-13,30217,2020-06-06,410204,3351028,12.24
Washington,2020-06-20,30793,2020-06-13,418459,3351028,12.49
Washington,2020-06-27,33266,2020-06-20,416604,3351028,12.43
Washington,2020-07-04,29506,2020-06-27,380975,3351028,11.37
Washington,2020-07-11,45622,2020-07-04,387558,3383128,11.46
Washington,2020-07-18,33361,2020-07-11,375988,3383128,11.11
Washington,2020-07-25,30653,2020-07-18,356149,3383128,10.53
Washington,2020-08-01,26486,2020-07-25,347205,3383128,10.26
Washington,2020-08-08,22991,2020-08-01,308568,3383128,9.12
Washington,2020-08-15,24005,2020-08-08,299672,3383128,8.86
Washington,2020-08-22,21404,2020-08-15,284224,3383128,8.4
Washington,2020-08-29,22286,2020-08-22,277631,3383128,8.21
Washington,2020-09-05,24459,2020-08-29,271917,3383128,8.04
Washington,2020-09-12,21168,2020-09-05,263245,3383128,7.78
Washington,2020-09-19,23105,2020-09-12,254002,3383128,7.51
Washington,2020-09-26,21002,2020-09-19,236928,3383128,7
Washington,2020-10-03,18528,2020-09-26,208017,3383128,6.15
Washington,2020-10-10,25631,2020-10-03,190215,3403434,5.59
Washington,2020-10-17,19980,2020-10-10,177627,3403434,5.22
Washington,2020-10-24,18025,2020-10-17,165664,3403434,4.87
Washington,2020-10-31,18863,2020-10-24,160730,3403434,4.72
West Virginia,2020-01-04,1564,2019-12-28,15887,670192,2.37
West Virginia,2020-01-11,2638,2020-01-04,18026,670051,2.69
