State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Massachusetts,2020-05-30,27630,2020-05-23,599751,3568892,16.8
Massachusetts,2020-06-06,45142,2020-05-30,574019,3568892,16.08
Massachusetts,2020-06-13,30411,2020-06-06,577991,3568892,16.2
Massachusetts,2020-06-20,30005,2020-06-13,566165,3568892,15.86
Massachusetts,2020-06-27,29699,2020-06-20,557288,3568892,15.62
Massachusetts,2020-07-04,27051,2020-06-27,557705,3568892,15.63
Massachusetts,2020-07-11,24131,2020-07-04,537302,3578753,15.01
Massachusetts,2020-07-18,18638,2020-07-11,519211,3578753,14.51
Massachusetts,2020-07-25,19646,2020-07-18,511477,3578753,14.29
Massachusetts,2020-08-01,15637,2020-07-25,512245,3578753,14.31
Massachusetts,2020-08-08,14729,2020-08-01,456548,3578753,12.76
Massachusetts,2020-08-15,17184,2020-08-08,435742,3578753,12.18
Massachusetts,2020-08-22,17594,2020-08-15,419013,3578753,11.71
Massachusetts,2020-08-29,18568,2020-08-22,407376,3578753,11.38
Massachusetts,2020-09-05,18656,2020-08-29,394848,3578753,11.03
Massachusetts,2020-09-12,18388,2020-09-05,375192,3578753,10.48
Massachusetts,2020-09-19,23574,2020-09-12,361495,3578753,10.1
Massachusetts,2020-09-26,25460,2020-09-19,327621,3578753,9.15
Massachusetts,2020-10-03,29481,2020-09-26,306247,3578753,8.56
Massachusetts,2020-10-10,39962,2020-10-03,268942,3578753,7.51
Massachusetts,2020-10-17,45404,2020-10-10,254030,3589092,7.08
Massachusetts,2020-10-24,47887,2020-10-17,249005,3589092,6.94
Massachusetts,2020-10-31,39417,2020-10-24,249689,3589092,6.96
Michigan,2020-01-04,13207,2019-12-28,72103,4298761,1.68
Michigan,2020-01-11,14245,2020-01-04,89760,4302198,2.09
Michigan,2020-01-18,10304,2020-01-11,84136,4302198,1.96
Michigan,2020-01-25,7678,2020-01-18,91306,4302198,2.12
Michigan,2020-02-01,6869,2020-01-25,82775,4302198,1.92
Michigan,2020-02-08,6627,2020-02-01,79833,4302198,1.86
Michigan,2020-02-15,5587,2020-02-08,79149,4302198,1.84
Michigan,2020-02-22,5942,2020-02-15,78029,4302198,1.81
Michigan,2020-02-29,5419,2020-02-22,78570,4302198,1.83
Michigan,2020-03-07,5150,2020-02-29,77661,4302198,1.81
Michigan,2020-03-14,5338,2020-03-07,75757,4302198,1.76
Michigan,2020-03-21,128006,2020-03-14,75075,4302198,1.75
Michigan,2020-03-28,304335,2020-03-21,88183,4302198,2.05
Michigan,2020-04-04,388554,2020-03-28,366426,4302198,8.52
Michigan,2020-04-11,222207,2020-04-04,749011,4305711,17.4
Michigan,2020-04-18,136707,2020-04-11,937520,4305711,21.77
Michigan,2020-04-25,82004,2020-04-18,934599,4305711,21.71
Michigan,2020-05-02,67399,2020-04-25,996374,4305711,23.14
Michigan,2020-05-09,55166,2020-05-02,973278,4305711,22.6
Michigan,2020-05-16,56715,2020-05-09,994188,4305711,23.09
Michigan,2020-05-23,64574,2020-05-16,985294,4305711,22.88
Michigan,2020-05-30,39290,2020-05-23,933181,4305711,21.67
Michigan,2020-06-06,27836,2020-05-30,756276,4305711,17.56
Michigan,2020-06-13,21293,2020-06-06,726922,4305711,16.88
Michigan,2020-06-20,19641,2020-06-13,584424,4305711,13.57
Michigan,2020-06-27,38309,2020-06-20,633953,4305711,14.72
Michigan,2020-07-04,34602,2020-06-27,529147,4305711,12.29
Michigan,2020-07-11,27720,2020-07-04,604846,4305848,14.05
Michigan,2020-07-18,24596,2020-07-11,519655,4305848,12.07
Michigan,2020-07-25,23219,2020-07-18,592707,4305848,13.77
Michigan,2020-08-01,19842,2020-07-25,514836,4305848,11.96
Michigan,2020-08-08,18997,2020-08-01,535218,4305848,12.43
Michigan,2020-08-15,20188,2020-08-08,428028,4305848,9.94
Michigan,2020-08-22,19997,2020-08-15,462183,4305848,10.73
Michigan,2020-08-29,18838,2020-08-22,401800,4305848,9.33
Michigan,2020-09-05,17844,2020-08-29,439244,4305848,10.2
Michigan,2020-09-12,19571,2020-09-05,393705,4305848,9.14
Michigan,2020-09-19,17402,2020-09-12,441816,4305848,10.26
Michigan,2020-09-26,19760,2020-09-19,440645,4305848,10.23
Michigan,2020-10-03,17699,2020-09-26,387844,4305848,9.01
Michigan,2020-10-10,15084,2020-10-03,301296,4304929,7
Michigan,2020-10-17,12640,2020-10-10,249753,4304929,5.8
Michigan,2020-10-24,18082,2020-10-17,235256,4304929,5.46
Michigan,2020-10-31,15015,2020-10-24,213406,4304929,4.96
Minnesota,2020-01-04,7293,2019-12-28,68226,2853412,2.39
Minnesota,2020-01-11,5933,2020-01-04,66377,2859937,2.32
Minnesota,2020-01-18,4463,2020-01-11,62628,2859937,2.19
Minnesota,2020-01-25,3931,2020-01-18,61704,2859937,2.16
Minnesota,2020-02-01,3700,2020-01-25,62189,2859937,2.17
Minnesota,2020-02-08,4108,2020-02-01,64105,2859937,2.24
Minnesota,2020-02-15,3641,2020-02-08,63956,2859937,2.24
Minnesota,2020-02-22,3539,2020-02-15,62200,2859937,2.17
Minnesota,2020-02-29,3410,2020-02-22,61696,2859937,2.16
Minnesota,2020-03-07,3488,2020-02-29,62767,2859937,2.19
Minnesota,2020-03-14,4010,2020-03-07,61781,2859937,2.16
Minnesota,2020-03-21,115773,2020-03-14,66787,2859937,2.34
Minnesota,2020-03-28,109095,2020-03-21,160873,2859937,5.63
Minnesota,2020-04-04,110260,2020-03-28,248023,2859937,8.67
Minnesota,2020-04-11,93133,2020-04-04,341578,2864234,11.93
Minnesota,2020-04-18,74829,2020-04-11,391284,2864234,13.66
Minnesota,2020-04-25,48595,2020-04-18,416993,2864234,14.56
Minnesota,2020-05-02,41492,2020-04-25,420212,2864234,14.67
Minnesota,2020-05-09,37669,2020-05-02,429187,2864234,14.98
Minnesota,2020-05-16,28893,2020-05-09,427690,2864234,14.93
Minnesota,2020-05-23,27211,2020-05-16,416668,2864234,14.55
Minnesota,2020-05-30,21654,2020-05-23,397899,2864234,13.89
Minnesota,2020-06-06,28311,2020-05-30,398799,2864234,13.92
Minnesota,2020-06-13,24696,2020-06-06,371930,2864234,12.99
Minnesota,2020-06-20,20487,2020-06-13,351772,2864234,12.28
Minnesota,2020-06-27,19373,2020-06-20,337382,2864234,11.78
Minnesota,2020-07-04,19362,2020-06-27,326245,2864234,11.39
Minnesota,2020-07-11,21637,2020-07-04,332040,2868184,11.58
Minnesota,2020-07-18,17706,2020-07-11,314937,2868184,10.98
Minnesota,2020-07-25,15311,2020-07-18,305530,2868184,10.65
Minnesota,2020-08-01,12315,2020-07-25,288215,2868184,10.05
Minnesota,2020-08-08,9087,2020-08-01,259525,2868184,9.05
Minnesota,2020-08-15,12081,2020-08-08,244418,2868184,8.52
Minnesota,2020-08-22,10817,2020-08-15,231989,2868184,8.09
Minnesota,2020-08-29,10295,2020-08-22,219557,2868184,7.65
Minnesota,2020-09-05,11038,2020-08-29,212993,2868184,7.43
Minnesota,2020-09-12,11181,2020-09-05,207645,2868184,7.24
Minnesota,2020-09-19,10901,2020-09-12,192217,2868184,6.7
Minnesota,2020-09-26,9339,2020-09-19,174779,2868184,6.09
Minnesota,2020-10-03,9697,2020-09-26,152536,2868184,5.32
Minnesota,2020-10-10,9340,2020-10-03,138673,2871418,4.83
Minnesota,2020-10-17,9833,2020-10-10,122976,2871418,4.28
Minnesota,2020-10-24,11681,2020-10-17,116856,2871418,4.07
Minnesota,2020-10-31,12499,2020-10-24,110584,2871418,3.85
Mississippi,2020-01-04,1178,2019-12-28,9681,1107596,0.87
Mississippi,2020-01-11,1515,2020-01-04,9536,1108618,0.86
Mississippi,2020-01-18,1135,2020-01-11,8804,1108618,0.79
Mississippi,2020-01-25,993,2020-01-18,8562,1108618,0.77
Mississippi,2020-02-01,963,2020-01-25,8674,1108618,0.78
Mississippi,2020-02-08,968,2020-02-01,8261,1108618,0.75
Mississippi,2020-02-15,861,2020-02-08,8216,1108618,0.74
Mississippi,2020-02-22,827,2020-02-15,7922,1108618,0.71
Mississippi,2020-02-29,744,2020-02-22,7842,1108618,0.71
Mississippi,2020-03-07,879,2020-02-29,7416,1108618,0.67
Mississippi,2020-03-14,1147,2020-03-07,7098,1108618,0.64
Mississippi,2020-03-21,5519,2020-03-14,6667,1108618,0.6
Mississippi,2020-03-28,32015,2020-03-21,9581,1108618,0.86
Mississippi,2020-04-04,45852,2020-03-28,29373,1108618,2.65
Mississippi,2020-04-11,45748,2020-04-04,60737,1109819,5.47
Mississippi,2020-04-18,36913,2020-04-11,93005,1109819,8.38
Mississippi,2020-04-25,29906,2020-04-18,135722,1109819,12.23
Mississippi,2020-05-02,25745,2020-04-25,162078,1109819,14.6
Mississippi,2020-05-09,23618,2020-05-02,208270,1109819,18.77
Mississippi,2020-05-16,24242,2020-05-09,189886,1109819,17.11
Mississippi,2020-05-23,23856,2020-05-16,184150,1109819,16.59
Mississippi,2020-05-30,24014,2020-05-23,174808,1109819,15.75
Mississippi,2020-06-06,21283,2020-05-30,148902,1109819,13.42
Mississippi,2020-06-13,18407,2020-06-06,123192,1109819,11.1
Mississippi,2020-06-20,15230,2020-06-13,97069,1109819,8.75
Mississippi,2020-06-27,13673,2020-06-20,147624,1109819,13.3
Mississippi,2020-07-04,11266,2020-06-27,137330,1109819,12.37
Mississippi,2020-07-11,12223,2020-07-04,100191,1110126,9.03
Mississippi,2020-07-18,12094,2020-07-11,122686,1110126,11.05
Mississippi,2020-07-25,9169,2020-07-18,104109,1110126,9.38
Mississippi,2020-08-01,6777,2020-07-25,121168,1110126,10.91
Mississippi,2020-08-08,5452,2020-08-01,138762,1110126,12.5
Mississippi,2020-08-15,6496,2020-08-08,95913,1110126,8.64
Mississippi,2020-08-22,4496,2020-08-15,90458,1110126,8.15
Mississippi,2020-08-29,4465,2020-08-22,84480,1110126,7.61
Mississippi,2020-09-05,4363,2020-08-29,95012,1110126,8.56
Mississippi,2020-09-12,4535,2020-09-05,87107,1110126,7.85
Mississippi,2020-09-19,5180,2020-09-12,84253,1110126,7.59
Mississippi,2020-09-26,4653,2020-09-19,75175,1110126,6.77
Mississippi,2020-10-03,4032,2020-09-26,68735,1110126,6.19
Mississippi,2020-10-10,3657,2020-10-03,56309,1110495,5.07
Mississippi,2020-10-17,3609,2020-10-10,52168,1110495,4.7
Mississippi,2020-10-24,3231,2020-10-17,46448,1110495,4.18
Mississippi,2020-10-31,3619,2020-10-24,41440,1110495,3.73
Missouri,2020-01-04,7474,2019-12-28,29785,2745404,1.08
Missouri,2020-01-11,10913,2020-01-04,30140,2749100,1.1
Missouri,2020-01-18,4938,2020-01-11,29945,2749100,1.09
Missouri,2020-01-25,5474,2020-01-18,29170,2749100,1.06
Missouri,2020-02-01,4801,2020-01-25,29854,2749100,1.09
Missouri,2020-02-08,3670,2020-02-01,27906,2749100,1.02
Missouri,2020-02-15,3363,2020-02-08,27362,2749100,1
Missouri,2020-02-22,3063,2020-02-15,27035,2749100,0.98
Missouri,2020-02-29,2732,2020-02-22,26949,2749100,0.98
Missouri,2020-03-07,2994,2020-02-29,25225,2749100,0.92
Missouri,2020-03-14,4016,2020-03-07,22381,2749100,0.81
Missouri,2020-03-21,42246,2020-03-14,21538,2749100,0.78
Missouri,2020-03-28,104291,2020-03-21,49470,2749100,1.8
Missouri,2020-04-04,91458,2020-03-28,121467,2749100,4.42
Missouri,2020-04-11,102126,2020-04-04,178710,2794254,6.4
Missouri,2020-04-18,59602,2020-04-11,227557,2794254,8.14
Missouri,2020-04-25,55299,2020-04-18,255798,2794254,9.15
Missouri,2020-05-02,52527,2020-04-25,246663,2794254,8.83
Missouri,2020-05-09,31145,2020-05-02,266230,2794254,9.53
Missouri,2020-05-16,28244,2020-05-09,261840,2794254,9.37
Missouri,2020-05-23,27436,2020-05-16,255374,2794254,9.14
Missouri,2020-05-30,20650,2020-05-23,242173,2794254,8.67
Missouri,2020-06-06,19907,2020-05-30,236531,2794254,8.46
Missouri,2020-06-13,18912,2020-06-06,218596,2794254,7.82
Missouri,2020-06-20,17358,2020-06-13,210195,2794254,7.52
Missouri,2020-06-27,20008,2020-06-20,204121,2794254,7.31
Missouri,2020-07-04,17685,2020-06-27,205120,2794254,7.34
Missouri,2020-07-11,16883,2020-07-04,197311,2744087,7.19
Missouri,2020-07-18,12332,2020-07-11,177150,2744087,6.46
Missouri,2020-07-25,14938,2020-07-18,182144,2744087,6.64
Missouri,2020-08-01,10900,2020-07-25,175874,2744087,6.41
Missouri,2020-08-08,9015,2020-08-01,147017,2744087,5.36
Missouri,2020-08-15,10654,2020-08-08,132730,2744087,4.84
Missouri,2020-08-22,9283,2020-08-15,118713,2744087,4.33
Missouri,2020-08-29,10509,2020-08-22,105318,2744087,3.84
Missouri,2020-09-05,10891,2020-08-29,97082,2744087,3.54
Missouri,2020-09-12,8936,2020-09-05,86832,2744087,3.16
Missouri,2020-09-19,8153,2020-09-12,77725,2744087,2.83
Missouri,2020-09-26,7353,2020-09-19,71313,2744087,2.6
Missouri,2020-10-03,8945,2020-09-26,70470,2744087,2.57
Missouri,2020-10-10,10522,2020-10-03,60725,2748342,2.21
Missouri,2020-10-17,8728,2020-10-10,57846,2748342,2.1
Missouri,2020-10-24,7802,2020-10-17,56392,2748342,2.05
Missouri,2020-10-31,8158,2020-10-24,55448,2748342,2.02
Montana,2020-01-04,1555,2019-12-28,11056,453040,2.44
Montana,2020-01-11,1755,2020-01-04,11756,454298,2.59
Montana,2020-01-18,1236,2020-01-11,11254,454298,2.48
Montana,2020-01-25,922,2020-01-18,11830,454298,2.6
Montana,2020-02-01,902,2020-01-25,11527,454298,2.54
Montana,2020-02-08,935,2020-02-01,11489,454298,2.53
Montana,2020-02-15,921,2020-02-08,11479,454298,2.53
Montana,2020-02-22,795,2020-02-15,11308,454298,2.49
Montana,2020-02-29,695,2020-02-22,11296,454298,2.49
Montana,2020-03-07,714,2020-02-29,10782,454298,2.37
Montana,2020-03-14,817,2020-03-07,10112,454298,2.23
Montana,2020-03-21,15349,2020-03-14,9818,454298,2.16
Montana,2020-03-28,20763,2020-03-21,19099,454298,4.2
Montana,2020-04-04,21244,2020-03-28,36819,454298,8.1
Montana,2020-04-11,14275,2020-04-04,53482,455906,11.73
Montana,2020-04-18,11176,2020-04-11,65073,455906,14.27
Montana,2020-04-25,7052,2020-04-18,67473,455906,14.8
Montana,2020-05-02,4596,2020-04-25,63134,455906,13.85
Montana,2020-05-09,3762,2020-05-02,58905,455906,12.92
Montana,2020-05-16,3660,2020-05-09,53786,455906,11.8
Montana,2020-05-23,3821,2020-05-16,49917,455906,10.95
Montana,2020-05-30,3054,2020-05-23,48506,455906,10.64
Montana,2020-06-06,3078,2020-05-30,46305,455906,10.16
Montana,2020-06-13,3157,2020-06-06,44298,455906,9.72
Montana,2020-06-20,2997,2020-06-13,42681,455906,9.36
Montana,2020-06-27,2695,2020-06-20,41027,455906,9
Montana,2020-07-04,2788,2020-06-27,39032,455906,8.56
Montana,2020-07-11,2990,2020-07-04,39084,457148,8.55
Montana,2020-07-18,2735,2020-07-11,36715,457148,8.03
Montana,2020-07-25,2388,2020-07-18,34702,457148,7.59
Montana,2020-08-01,1875,2020-07-25,33450,457148,7.32
Montana,2020-08-08,1642,2020-08-01,27583,457148,6.03
Montana,2020-08-15,1960,2020-08-08,27840,457148,6.09
Montana,2020-08-22,2320,2020-08-15,26318,457148,5.76
Montana,2020-08-29,2532,2020-08-22,25236,457148,5.52
Montana,2020-09-05,2911,2020-08-29,24177,457148,5.29
Montana,2020-09-12,2985,2020-09-05,22976,457148,5.03
Montana,2020-09-19,3221,2020-09-12,22380,457148,4.9
Montana,2020-09-26,3253,2020-09-19,20195,457148,4.42
Montana,2020-10-03,3472,2020-09-26,19354,457148,4.23
Montana,2020-10-10,2893,2020-10-03,17794,458857,3.88
Montana,2020-10-17,2469,2020-10-10,16146,458857,3.52
Montana,2020-10-24,3181,2020-10-17,14996,458857,3.27
Montana,2020-10-31,2955,2020-10-24,15248,458857,3.32
North Carolina,2020-01-04,3508,2019-12-28,20848,4362309,0.48
North Carolina,2020-01-11,4628,2020-01-04,21239,4381417,0.48
North Carolina,2020-01-18,4217,2020-01-11,22247,4381417,0.51
North Carolina,2020-01-25,3344,2020-01-18,22415,4381417,0.51
North Carolina,2020-02-01,3611,2020-01-25,22342,4381417,0.51
North Carolina,2020-02-08,3326,2020-02-01,22044,4381417,0.5
North Carolina,2020-02-15,3094,2020-02-08,21972,4381417,0.5
North Carolina,2020-02-22,2852,2020-02-15,21630,4381417,0.49
North Carolina,2020-02-29,1767,2020-02-22,21188,4381417,0.48
North Carolina,2020-03-07,2575,2020-02-29,20196,4381417,0.46
North Carolina,2020-03-14,3533,2020-03-07,19683,4381417,0.45
North Carolina,2020-03-21,94083,2020-03-14,20652,4381417,0.47
North Carolina,2020-03-28,172145,2020-03-21,75220,4381417,1.72
North Carolina,2020-04-04,137422,2020-03-28,245692,4381417,5.61
North Carolina,2020-04-11,140155,2020-04-04,362989,4402750,8.24
North Carolina,2020-04-18,106266,2020-04-11,468283,4402750,10.64
North Carolina,2020-04-25,98941,2020-04-18,555039,4402750,12.61
North Carolina,2020-05-02,85956,2020-04-25,591045,4402750,13.42
North Carolina,2020-05-09,57354,2020-05-02,619809,4402750,14.08
North Carolina,2020-05-16,46913,2020-05-09,605709,4402750,13.76
North Carolina,2020-05-23,44202,2020-05-16,564068,4402750,12.81
North Carolina,2020-05-30,37047,2020-05-23,547988,4402750,12.45
North Carolina,2020-06-06,33865,2020-05-30,537652,4402750,12.21
North Carolina,2020-06-13,32188,2020-06-06,524787,4402750,11.92
North Carolina,2020-06-20,29199,2020-06-13,529343,4402750,12.02
North Carolina,2020-06-27,29580,2020-06-20,463568,4402750,10.53
North Carolina,2020-07-04,27937,2020-06-27,412353,4402750,9.37
North Carolina,2020-07-11,28108,2020-07-04,365770,4423164,8.27
North Carolina,2020-07-18,29204,2020-07-11,327363,4423164,7.4
North Carolina,2020-07-25,26995,2020-07-18,315116,4423164,7.12
North Carolina,2020-08-01,16503,2020-07-25,283907,4423164,6.42
North Carolina,2020-08-08,14328,2020-08-01,242813,4423164,5.49
North Carolina,2020-08-15,17388,2020-08-08,218265,4423164,4.93
North Carolina,2020-08-22,13680,2020-08-15,191822,4423164,4.34
North Carolina,2020-08-29,13297,2020-08-22,178019,4423164,4.02
North Carolina,2020-09-05,14147,2020-08-29,169754,4423164,3.84
North Carolina,2020-09-12,13437,2020-09-05,151318,4423164,3.42
North Carolina,2020-09-19,13406,2020-09-12,145078,4423164,3.28
North Carolina,2020-09-26,12627,2020-09-19,134154,4423164,3.03
North Carolina,2020-10-03,15534,2020-09-26,127447,4423164,2.88
North Carolina,2020-10-10,13172,2020-10-03,108833,4437138,2.45
North Carolina,2020-10-17,12119,2020-10-10,103618,4437138,2.34
North Carolina,2020-10-24,9903,2020-10-17,96919,4437138,2.18
North Carolina,2020-10-31,8338,2020-10-24,91510,4437138,2.06
North Dakota,2020-01-04,836,2019-12-28,5785,409901,1.41
North Dakota,2020-01-11,1530,2020-01-04,6171,411624,1.5
North Dakota,2020-01-18,785,2020-01-11,6809,411624,1.65
North Dakota,2020-01-25,543,2020-01-18,7179,411624,1.74
North Dakota,2020-02-01,447,2020-01-25,6782,411624,1.65
North Dakota,2020-02-08,526,2020-02-01,6838,411624,1.66
North Dakota,2020-02-15,457,2020-02-08,6924,411624,1.68
North Dakota,2020-02-22,435,2020-02-15,6886,411624,1.67
North Dakota,2020-02-29,363,2020-02-22,6795,411624,1.65
North Dakota,2020-03-07,423,2020-02-29,6543,411624,1.59
North Dakota,2020-03-14,415,2020-03-07,6349,411624,1.54
North Dakota,2020-03-21,5662,2020-03-14,6169,411624,1.5
North Dakota,2020-03-28,11818,2020-03-21,8534,411624,2.07
North Dakota,2020-04-04,15125,2020-03-28,16036,411624,3.9
North Dakota,2020-04-11,9502,2020-04-04,24554,412797,5.95
North Dakota,2020-04-18,8065,2020-04-11,33563,412797,8.13
North Dakota,2020-04-25,6274,2020-04-18,35513,412797,8.6
North Dakota,2020-05-02,4044,2020-04-25,35827,412797,8.68
North Dakota,2020-05-09,2753,2020-05-02,35921,412797,8.7
North Dakota,2020-05-16,2619,2020-05-09,32399,412797,7.85
North Dakota,2020-05-23,2978,2020-05-16,31100,412797,7.53
North Dakota,2020-05-30,2315,2020-05-23,30806,412797,7.46
North Dakota,2020-06-06,2252,2020-05-30,29855,412797,7.23
North Dakota,2020-06-13,2073,2020-06-06,29103,412797,7.05
North Dakota,2020-06-20,1821,2020-06-13,28736,412797,6.96
North Dakota,2020-06-27,1511,2020-06-20,28446,412797,6.89
North Dakota,2020-07-04,1720,2020-06-27,27021,412797,6.55
North Dakota,2020-07-11,1532,2020-07-04,27625,413529,6.68
North Dakota,2020-07-18,1915,2020-07-11,25974,413529,6.28
North Dakota,2020-07-25,1203,2020-07-18,24988,413529,6.04
North Dakota,2020-08-01,979,2020-07-25,23739,413529,5.74
North Dakota,2020-08-08,776,2020-08-01,20483,413529,4.95
North Dakota,2020-08-15,855,2020-08-08,18072,413529,4.37
North Dakota,2020-08-22,720,2020-08-15,16327,413529,3.95
North Dakota,2020-08-29,804,2020-08-22,14910,413529,3.61
North Dakota,2020-09-05,947,2020-08-29,13723,413529,3.32
North Dakota,2020-09-12,719,2020-09-05,12798,413529,3.09
North Dakota,2020-09-19,792,2020-09-12,12120,413529,2.93
North Dakota,2020-09-26,856,2020-09-19,11388,413529,2.75
North Dakota,2020-10-03,841,2020-09-26,10275,413529,2.48
North Dakota,2020-10-10,1045,2020-10-03,9107,413795,2.2
North Dakota,2020-10-17,1043,2020-10-10,8065,413795,1.95
North Dakota,2020-10-24,1223,2020-10-17,7297,413795,1.76
North Dakota,2020-10-31,1265,2020-10-24,7061,413795,1.71
Nebraska,2020-01-04,1099,2019-12-28,5165,963465,0.54
Nebraska,2020-01-11,1171,2020-01-04,5694,962725,0.59
Nebraska,2020-01-18,988,2020-01-11,4940,962725,0.51
Nebraska,2020-01-25,960,2020-01-18,5107,962725,0.53
Nebraska,2020-02-01,833,2020-01-25,5884,962725,0.61
Nebraska,2020-02-08,675,2020-02-01,5693,962725,0.59
Nebraska,2020-02-15,537,2020-02-08,5804,962725,0.6
Nebraska,2020-02-22,493,2020-02-15,5780,962725,0.6
Nebraska,2020-02-29,502,2020-02-22,6286,962725,0.65
Nebraska,2020-03-07,501,2020-02-29,5581,962725,0.58
Nebraska,2020-03-14,795,2020-03-07,5076,962725,0.53
Nebraska,2020-03-21,15700,2020-03-14,4859,962725,0.5
Nebraska,2020-03-28,24725,2020-03-21,16641,962725,1.73
Nebraska,2020-04-04,27054,2020-03-28,38921,962725,4.04
Nebraska,2020-04-11,16279,2020-04-04,60416,965476,6.26
Nebraska,2020-04-18,12222,2020-04-11,72078,965476,7.47
Nebraska,2020-04-25,8229,2020-04-18,76628,965476,7.94
Nebraska,2020-05-02,6418,2020-04-25,68882,965476,7.13
Nebraska,2020-05-09,6362,2020-05-02,68089,965476,7.05
Nebraska,2020-05-16,5839,2020-05-09,62962,963512,6.53
Nebraska,2020-05-23,5812,2020-05-16,61604,963512,6.39
Nebraska,2020-05-30,5083,2020-05-23,62465,963512,6.48
Nebraska,2020-06-06,4697,2020-05-30,60479,963512,6.28
Nebraska,2020-06-13,4868,2020-06-06,57402,963512,5.96
Nebraska,2020-06-20,4406,2020-06-13,57246,963512,5.94
Nebraska,2020-06-27,4203,2020-06-20,56831,963512,5.9
Nebraska,2020-07-04,5803,2020-06-27,58199,963512,6.04
Nebraska,2020-07-11,7911,2020-07-04,56954,964840,5.9
Nebraska,2020-07-18,3989,2020-07-11,53151,964840,5.51
Nebraska,2020-07-25,3656,2020-07-18,47311,964840,4.9
Nebraska,2020-08-01,2946,2020-07-25,46361,964840,4.81
Nebraska,2020-08-08,2724,2020-08-01,39144,964840,4.06
Nebraska,2020-08-15,3268,2020-08-08,32095,964840,3.33
Nebraska,2020-08-22,2802,2020-08-15,30160,964840,3.13
Nebraska,2020-08-29,2461,2020-08-22,26257,964840,2.72
Nebraska,2020-09-05,2552,2020-08-29,26145,964840,2.71
Nebraska,2020-09-12,2727,2020-09-05,22344,964840,2.32
Nebraska,2020-09-19,3132,2020-09-12,21588,964840,2.24
Nebraska,2020-09-26,3001,2020-09-19,19895,964840,2.06
Nebraska,2020-10-03,3259,2020-09-26,19027,964840,1.97
Nebraska,2020-10-10,3243,2020-10-03,16461,966634,1.7
Nebraska,2020-10-17,2934,2020-10-10,14921,966634,1.54
Nebraska,2020-10-24,2421,2020-10-17,13742,966634,1.42
Nebraska,2020-10-31,2476,2020-10-24,14317,966634,1.48
New Hampshire,2020-01-04,690,2019-12-28,4468,652934,0.68
New Hampshire,2020-01-11,722,2020-01-04,4575,654468,0.7
New Hampshire,2020-01-18,613,2020-01-11,4215,654468,0.64
New Hampshire,2020-01-25,577,2020-01-18,4202,654468,0.64
New Hampshire,2020-02-01,456,2020-01-25,4033,654468,0.62
New Hampshire,2020-02-08,507,2020-02-01,4050,654468,0.62
New Hampshire,2020-02-15,424,2020-02-08,4015,654468,0.61
New Hampshire,2020-02-22,444,2020-02-15,3936,654468,0.6
New Hampshire,2020-02-29,894,2020-02-22,4048,654468,0.62
New Hampshire,2020-03-07,495,2020-02-29,4475,654468,0.68
New Hampshire,2020-03-14,642,2020-03-07,3909,654468,0.6
New Hampshire,2020-03-21,29379,2020-03-14,4024,654468,0.61
New Hampshire,2020-03-28,31378,2020-03-21,27321,654468,4.17
New Hampshire,2020-04-04,39202,2020-03-28,52166,654468,7.97
New Hampshire,2020-04-11,25273,2020-04-04,79979,649845,12.31
New Hampshire,2020-04-18,20414,2020-04-11,93783,649845,14.43
New Hampshire,2020-04-25,15001,2020-04-18,106841,649845,16.44
New Hampshire,2020-05-02,12475,2020-04-25,115580,649845,17.79
New Hampshire,2020-05-09,10016,2020-05-02,116768,649845,17.97
New Hampshire,2020-05-16,8794,2020-05-09,114450,649845,17.61
New Hampshire,2020-05-23,7266,2020-05-16,109184,649845,16.8
New Hampshire,2020-05-30,6127,2020-05-23,100769,649845,15.51
New Hampshire,2020-06-06,6303,2020-05-30,102189,649845,15.73
New Hampshire,2020-06-13,6431,2020-06-06,98440,649845,15.15
New Hampshire,2020-06-20,5413,2020-06-13,92776,649845,14.28
New Hampshire,2020-06-27,5163,2020-06-20,86586,649845,13.32
New Hampshire,2020-07-04,5776,2020-06-27,74476,649845,11.46
New Hampshire,2020-07-11,2930,2020-07-04,72523,657391,11.03
New Hampshire,2020-07-18,3519,2020-07-11,71824,657391,10.93
New Hampshire,2020-07-25,3276,2020-07-18,66396,657391,10.1
New Hampshire,2020-08-01,2651,2020-07-25,61496,657391,9.35
New Hampshire,2020-08-08,2724,2020-08-01,55239,657391,8.4
New Hampshire,2020-08-15,2832,2020-08-08,49836,657391,7.58
New Hampshire,2020-08-22,2578,2020-08-15,47758,657391,7.26
New Hampshire,2020-08-29,2501,2020-08-22,44578,657391,6.78
New Hampshire,2020-09-05,2482,2020-08-29,42956,657391,6.53
New Hampshire,2020-09-12,2276,2020-09-05,39938,657391,6.08
New Hampshire,2020-09-19,2118,2020-09-12,37241,657391,5.66
New Hampshire,2020-09-26,2193,2020-09-19,35128,657391,5.34
New Hampshire,2020-10-03,2083,2020-09-26,32751,657391,4.98
New Hampshire,2020-10-10,2562,2020-10-03,30234,658755,4.59
New Hampshire,2020-10-17,2100,2020-10-10,28017,658755,4.25
New Hampshire,2020-10-24,2028,2020-10-17,26153,658755,3.97
New Hampshire,2020-10-31,2090,2020-10-24,24478,658755,3.72
New Jersey,2020-01-04,15325,2019-12-28,111335,4007202,2.78
